PetID,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID
201,Dog,7,Shih Tzu,Pomeranian,Male,Brown,None,None,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Selangor,3523427
202,Cat,13,Domestic Short Hair,None,Female,Brown,Golden,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,6020369
203,Dog,3,Mixed Breed,None,Male,Black,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,9661719
204,Dog,12,Mixed Breed,None,Male,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,5394726
205,Cat,3,Domestic Short Hair,None,Male,Black,White,None,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,2928230
206,Dog,2,Mixed Breed,Mixed Breed,Female,Black,Brown,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,4352207
207,Cat,10,Domestic Short Hair,None,Female,Yellow,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,640341
208,Dog,2,Mixed Breed,None,Female,Yellow,Cream,White,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,6196531
209,Dog,2,Mixed Breed,None,Male,Black,Brown,Cream,Medium,Short,No,No,No,Healthy,1,0,Selangor,1870063
210,Cat,4,Domestic Short Hair,None,Female,Black,Brown,Gray,Large,Short,No,No,No,Healthy,1,0,Kuala Lumpur,6703985
211,Dog,60,Golden Retriever,Mixed Breed,Male,Brown,Yellow,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,2080284
212,Cat,2,Domestic Short Hair,None,Female,Black,Yellow,White,Medium,Short,No,No,No,Healthy,6,30,Selangor,5428946
213,Cat,12,Domestic Short Hair,None,Female,Brown,Golden,Cream,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,6387780
214,Cat,2,Domestic Short Hair,Calico,Female,Black,Yellow,White,Small,Short,No,No,No,Healthy,1,0,Selangor,8132198
215,Cat,0,Siamese,Tabby,Mixed,Brown,Cream,None,Medium,Short,No,No,No,Minor Injury,3,0,Selangor,2337594
216,Dog,2,Mixed Breed,Labrador Retriever,Mixed,Cream,White,None,Large,Short,Yes,Yes,No,Healthy,3,0,Selangor,1098830
217,Cat,6,Domestic Short Hair,None,Female,Golden,White,None,Medium,Short,No,Yes,Yes,Healthy,1,0,Selangor,418153
218,Dog,3,Mixed Breed,None,Female,Black,Brown,None,Large,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,455614
219,Dog,1,Mixed Breed,None,Female,Black,None,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,6816054
220,Dog,2,Mixed Breed,None,Female,Black,Brown,White,Small,Short,No,No,No,Healthy,4,0,Pulau Pinang,7729213
221,Cat,3,Domestic Medium Hair,None,Male,Yellow,White,None,Medium,Medium,No,No,No,Healthy,1,50,Selangor,3276161
222,Dog,19,Mixed Breed,None,Female,Black,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,80,Selangor,6054457
223,Cat,11,Domestic Short Hair,None,Female,Black,Yellow,White,Medium,Short,Yes,Yes,Yes,Healthy,1,50,Selangor,2407253
224,Dog,37,Mixed Breed,None,Female,Brown,Golden,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,5840494
225,Cat,4,Ragdoll,Persian,Female,Black,White,None,Small,Long,No,No,Not Sure,Healthy,1,250,Selangor,4232816
226,Dog,3,Mixed Breed,Labrador Retriever,Male,Cream,None,None,Medium,Short,No,Yes,Yes,Healthy,1,0,Kuala Lumpur,6163703
227,Dog,6,Mixed Breed,None,Male,Black,Brown,Cream,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,8440785
228,Cat,1,Domestic Short Hair,None,Female,Golden,Cream,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,9482579
229,Dog,5,Mixed Breed,None,Male,Black,Brown,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,9944966
230,Dog,1,Mixed Breed,None,Mixed,Black,None,None,Medium,Short,No,No,No,Healthy,6,0,Selangor,9695242
231,Cat,7,Domestic Short Hair,None,Male,Black,White,None,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,3252845
232,Dog,4,Mixed Breed,None,Female,Black,Brown,None,Medium,Medium,No,Yes,No,Healthy,1,1,Kuala Lumpur,9105785
233,Cat,1,Domestic Short Hair,None,Female,Black,Brown,Cream,Medium,Short,No,No,No,Healthy,1,0,Selangor,6629680
234,Dog,48,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,4377866
235,Dog,3,Cocker Spaniel,Akbash,Female,Brown,None,None,Small,Short,No,No,No,Healthy,1,0,Perak,6977358
236,Dog,2,Mixed Breed,None,Male,Black,Brown,White,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,6528189
237,Cat,4,Domestic Short Hair,None,Male,Yellow,White,None,Small,Short,Yes,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,8293403
238,Dog,22,Shih Tzu,None,Female,Cream,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,6634055
239,Dog,60,Poodle,Poodle,Female,Brown,None,None,Small,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,567159
240,Dog,1,Terrier,Shih Tzu,Mixed,Black,Cream,White,Medium,Medium,No,No,No,Healthy,4,0,Selangor,5654013
241,Dog,3,Black Labrador Retriever,Mixed Breed,Male,Black,None,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,292857
242,Cat,3,Domestic Short Hair,Domestic Medium Hair,Female,Black,Yellow,White,Medium,Short,No,Yes,No,Healthy,4,0,Selangor,8411736
243,Cat,4,Domestic Medium Hair,None,Female,Cream,None,None,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,475792
244,Cat,13,Persian,Domestic Medium Hair,Female,Black,Gray,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,7560459
245,Cat,1,Domestic Short Hair,None,Male,Black,White,None,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Pulau Pinang,1565706
246,Dog,5,Labrador Retriever,None,Female,Black,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,1562357
247,Dog,2,Mixed Breed,None,Female,Black,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,2739967
248,Cat,1,Domestic Short Hair,None,Mixed,Black,White,None,Medium,Medium,No,No,No,Healthy,3,0,Kuala Lumpur,4741712
249,Dog,2,Jack Russell Terrier,Mixed Breed,Female,Brown,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,446945
250,Dog,36,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,940644
251,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,4466562
252,Dog,2,Mixed Breed,Mixed Breed,Female,Black,Brown,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,4403977
253,Cat,2,Domestic Short Hair,None,Female,Black,White,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,8660202
254,Cat,8,Tabby,None,Male,Golden,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,2031522
255,Cat,2,Domestic Medium Hair,None,Female,Black,Gray,White,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,2410227
256,Cat,9,Tabby,None,Female,Brown,Cream,Gray,Small,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,7551376
257,Cat,6,Domestic Short Hair,Tabby,Female,Gray,None,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Johor,7626834
258,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,No,No,No,Healthy,3,0,Johor,3709564
259,Dog,18,Beagle,Mixed Breed,Female,Brown,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,8909217
260,Dog,14,Mixed Breed,None,Male,Brown,None,None,Large,Medium,Yes,Yes,Yes,Healthy,1,0,Johor,1396625
261,Cat,3,Domestic Short Hair,None,Male,Black,White,None,Small,Short,No,No,No,Healthy,2,0,Kedah,376363
262,Cat,2,Domestic Short Hair,None,Male,White,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,982749
263,Dog,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Large,Short,No,Yes,No,Healthy,20,50,Negeri Sembilan,2490587
264,Cat,12,Bengal,None,Male,Black,Gray,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,7153713
265,Cat,12,Domestic Short Hair,Tiger,Female,Black,Brown,None,Medium,Short,No,Not Sure,Yes,Healthy,1,0,Selangor,3318795
266,Dog,1,Collie,Mixed Breed,Female,Black,Cream,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,6965164
267,Cat,9,Domestic Short Hair,None,Male,Black,Gray,White,Medium,Short,Yes,Yes,Yes,Healthy,2,0,Selangor,3918356
268,Dog,2,Mixed Breed,None,Female,Black,Brown,White,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,5619694
269,Cat,2,Domestic Medium Hair,Domestic Medium Hair,Mixed,Gray,White,None,Small,Medium,No,No,No,Healthy,4,0,Selangor,3805352
270,Cat,2,Domestic Short Hair,None,Female,Brown,Yellow,Cream,Medium,Short,No,No,No,Healthy,3,0,Kuala Lumpur,2887150
271,Dog,3,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,2083631
272,Dog,3,Mixed Breed,Husky,Male,Cream,White,None,Medium,Medium,No,No,No,Healthy,1,0,Pulau Pinang,9899128
273,Cat,6,Domestic Short Hair,None,Female,Yellow,None,None,Small,Short,Yes,Yes,Yes,Healthy,1,200,Johor,4606614
274,Cat,3,Siamese,None,Male,Black,White,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,8422998
275,Dog,24,Mixed Breed,Mixed Breed,Mixed,Black,Brown,None,Medium,Short,No,No,Yes,Healthy,2,0,Selangor,2384844
276,Dog,3,Mixed Breed,Mixed Breed,Male,Brown,None,None,Large,Short,No,No,Not Sure,Healthy,1,0,Kuala Lumpur,5510411
277,Dog,24,Mixed Breed,Mixed Breed,Female,Brown,None,None,Medium,Short,Yes,Yes,Yes,Minor Injury,1,20,Selangor,6137008
278,Dog,1,Mixed Breed,None,Male,Brown,White,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,4738770
279,Dog,2,Mixed Breed,German Shepherd Dog,Female,Black,Brown,None,Medium,Medium,No,Yes,No,Healthy,1,250,Kuala Lumpur,9683468
280,Dog,2,Mixed Breed,None,Male,Golden,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,6328340
281,Dog,7,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,2550523
282,Cat,3,Domestic Long Hair,None,Male,Black,Golden,None,Small,Long,No,No,No,Healthy,1,150,Selangor,2279680
283,Dog,1,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,1,0,Perak,7749989
284,Dog,1,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,4790462
285,Dog,55,Beagle,None,Male,Black,Yellow,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,984080
286,Dog,2,Shar Pei,Mixed Breed,Female,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,9777654
287,Dog,3,Mixed Breed,None,Female,Black,Brown,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,9967262
288,Dog,36,Spitz,None,Female,Golden,Cream,None,Medium,Medium,Not Sure,Not Sure,Yes,Healthy,1,0,Selangor,2830993
289,Cat,1,Domestic Medium Hair,None,Female,Black,Yellow,White,Medium,Long,No,Yes,No,Healthy,1,0,Selangor,3931127
290,Cat,6,Siamese,None,Female,Brown,Cream,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,1171421
291,Cat,6,Domestic Medium Hair,Domestic Short Hair,Female,Brown,Cream,None,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,1229470
292,Cat,4,Bengal,Domestic Short Hair,Male,Brown,None,None,Medium,Medium,No,No,No,Minor Injury,1,0,Selangor,5121740
293,Dog,2,Mixed Breed,Terrier,Female,Brown,White,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,3631393
294,Dog,5,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,8181731
295,Cat,20,Domestic Medium Hair,None,Male,Black,Gray,White,Large,Medium,No,Yes,No,Healthy,1,0,Selangor,26662
296,Dog,2,Mixed Breed,None,Female,Brown,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,4788119
297,Dog,7,Mixed Breed,None,Male,Brown,White,None,Medium,Medium,Yes,Not Sure,Not Sure,Healthy,1,0,Selangor,8600602
298,Cat,1,Domestic Short Hair,None,Male,Black,White,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,8667122
299,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Medium,Yes,Yes,No,Healthy,2,0,Perak,1536057
300,Dog,1,Mixed Breed,Mixed Breed,Female,Black,None,None,Medium,Short,No,No,No,Healthy,1,0,Negeri Sembilan,7004605
301,Cat,28,Birman,Domestic Long Hair,Male,Black,None,None,Large,Long,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,5290783
302,Dog,24,Belgian Shepherd Malinois,Mixed Breed,Female,Black,Brown,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,250,Selangor,4684479
303,Dog,2,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,No,Yes,No,Healthy,2,0,Pulau Pinang,6399506
304,Dog,12,Mixed Breed,None,Male,Brown,Golden,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,7803544
305,Cat,4,Domestic Short Hair,None,Male,Black,Brown,Yellow,Medium,Short,No,No,No,Healthy,1,0,Selangor,4974172
306,Dog,2,Mixed Breed,None,Female,Black,Golden,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,6940767
307,Cat,2,Domestic Medium Hair,None,Male,Yellow,None,None,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,4258024
308,Dog,1,Mixed Breed,None,Female,Black,None,None,Medium,Medium,No,No,No,Healthy,2,0,Johor,3331677
309,Dog,1,Mixed Breed,None,Female,Black,Brown,White,Small,Short,No,No,No,Healthy,1,0,Selangor,3238054
310,Dog,5,Beagle,None,Female,Black,Brown,White,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,300,Selangor,9204908
311,Cat,22,Domestic Medium Hair,None,Female,Black,None,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,3342269
312,Cat,36,Domestic Short Hair,None,Female,Black,Brown,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Negeri Sembilan,2048302
313,Dog,36,Spitz,Terrier,Female,White,None,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,5972657
314,Dog,8,Mixed Breed,None,Male,Yellow,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,4925116
315,Dog,10,Mixed Breed,None,Female,White,None,None,Medium,Short,No,Yes,Yes,Healthy,1,0,Kuala Lumpur,3637999
316,Dog,2,Mixed Breed,None,Female,Brown,Yellow,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,8600061
317,Cat,2,Domestic Medium Hair,None,Male,Black,White,None,Small,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,7926101
318,Dog,3,Mixed Breed,None,Male,Black,None,None,Medium,Short,Not Sure,Yes,Not Sure,Healthy,1,0,Selangor,8014731
319,Dog,3,Mixed Breed,None,Female,Black,White,None,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,4469269
320,Cat,0,Domestic Short Hair,None,Mixed,Black,Brown,White,Medium,Short,Not Sure,Yes,Yes,Healthy,18,0,Selangor,5236340
321,Dog,60,Shih Tzu,None,Female,Black,White,None,Small,Medium,Not Sure,Yes,Yes,Healthy,1,0,Selangor,4210225
322,Dog,2,Mixed Breed,None,Male,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,7583386
323,Dog,2,Mixed Breed,None,Mixed,Brown,Gray,White,Medium,Short,No,No,No,Healthy,6,0,Selangor,4196761
324,Cat,12,Domestic Medium Hair,None,Male,Brown,White,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,8651520
325,Dog,1,Mixed Breed,Mixed Breed,Female,Black,Brown,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,2292634
326,Cat,2,Domestic Short Hair,None,Male,Golden,None,None,Large,Short,Not Sure,Not Sure,Not Sure,Healthy,2,0,Pulau Pinang,5072815
327,Cat,2,Domestic Short Hair,None,Mixed,White,None,None,Medium,Short,No,Yes,No,Healthy,3,0,Johor,1320724
328,Dog,1,Mixed Breed,None,Female,White,None,None,Medium,Medium,No,No,No,Healthy,1,0,Perak,4139024
329,Dog,24,Mixed Breed,None,Female,White,None,None,Large,Short,Not Sure,Not Sure,Yes,Minor Injury,1,0,Pulau Pinang,4955773
330,Dog,3,Mixed Breed,Mixed Breed,Female,Brown,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,200,Selangor,905101
331,Cat,2,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Gray,White,Medium,Short,No,Yes,No,Healthy,4,0,Kuala Lumpur,4647202
332,Dog,2,Mixed Breed,None,Male,Black,Brown,White,Medium,Short,No,No,No,Healthy,1,0,Selangor,9598936
333,Cat,12,Domestic Medium Hair,None,Male,Black,None,None,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,4558608
334,Dog,12,Mixed Breed,Mixed Breed,Female,Brown,None,None,Medium,Medium,No,Yes,No,Healthy,1,0,Pulau Pinang,2636337
335,Dog,1,Mixed Breed,None,Male,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,5215027
336,Cat,11,Domestic Short Hair,None,Female,Black,Yellow,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,4518394
337,Dog,74,Shih Tzu,None,Male,Brown,White,None,Medium,Medium,Not Sure,Yes,Not Sure,Healthy,1,0,Selangor,8917688
338,Dog,36,Terrier,Terrier,Female,Brown,Golden,Cream,Medium,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,2611936
339,Dog,3,Mixed Breed,Mixed Breed,Female,Brown,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,9645907
340,Dog,2,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,5466341
341,Dog,3,Mixed Breed,None,Female,Black,Brown,White,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,5717417
342,Dog,48,Poodle,None,Male,White,None,None,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,6230237
343,Cat,3,Domestic Short Hair,None,Mixed,Brown,Cream,White,Small,Short,Not Sure,Yes,Yes,Healthy,7,60,Kuala Lumpur,8736503
344,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,9117251
345,Dog,36,Poodle,None,Male,Brown,None,None,Small,Medium,Not Sure,Not Sure,No,Healthy,1,0,Selangor,8352407
346,Cat,3,Domestic Long Hair,None,Male,Black,White,None,Medium,Long,No,Yes,No,Healthy,1,0,Selangor,6079398
347,Cat,4,Domestic Short Hair,None,Female,Black,Gray,White,Small,Short,No,No,No,Healthy,1,0,Selangor,9535640
348,Dog,2,Mixed Breed,None,Mixed,Brown,White,None,Medium,Short,No,No,No,Healthy,5,0,Selangor,7206834
349,Dog,1,Labrador Retriever,Mixed Breed,Male,Black,Brown,None,Medium,Short,No,Yes,No,Healthy,1,0,Pulau Pinang,7281072
350,Dog,60,Schnauzer,None,Male,Black,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kedah,9425572
351,Dog,2,Mixed Breed,Mixed Breed,Female,Black,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,9983280
352,Dog,4,Mixed Breed,None,Female,Black,Brown,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,8664770
353,Cat,3,Domestic Short Hair,Domestic Long Hair,Mixed,Black,Gray,White,Large,Medium,Yes,Yes,No,Healthy,4,0,Pulau Pinang,9683818
354,Cat,2,Domestic Short Hair,None,Female,Black,Yellow,White,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,7630871
355,Dog,3,Mixed Breed,None,Female,Golden,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,2469454
356,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Medium,No,No,No,Healthy,1,0,Perak,2573946
357,Cat,1,Domestic Medium Hair,None,Female,White,None,None,Small,Medium,No,Yes,No,Healthy,1,0,Pahang,7183990
358,Dog,18,Mixed Breed,Mixed Breed,Female,Black,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,6861540
359,Cat,1,Domestic Long Hair,None,Mixed,Black,Golden,None,Small,Medium,No,No,No,Healthy,2,0,Selangor,8822451
360,Cat,3,Domestic Short Hair,None,Male,Golden,None,None,Medium,Short,Yes,Yes,No,Healthy,1,20,Selangor,6914882
361,Cat,6,Domestic Medium Hair,None,Male,Gray,White,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,120,Selangor,7545451
362,Cat,6,Tabby,None,Mixed,Golden,Yellow,White,Large,Medium,Not Sure,Not Sure,Not Sure,Healthy,2,0,Selangor,2151839
363,Dog,2,Mixed Breed,None,Male,Black,Brown,Cream,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,3760470
364,Dog,24,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Johor,2445736
365,Cat,6,Domestic Short Hair,None,Male,Black,White,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,9454816
366,Dog,2,Mixed Breed,Mixed Breed,Female,Brown,None,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,8022183
367,Dog,48,Shih Tzu,None,Male,Black,None,None,Small,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,2671479
368,Dog,2,Mixed Breed,None,Male,Brown,None,None,Medium,Short,No,No,No,Healthy,1,1,Johor,6676102
369,Cat,3,Domestic Short Hair,None,Female,Gray,White,None,Medium,Short,No,Yes,No,Healthy,1,0,Johor,7563205
370,Cat,1,Domestic Short Hair,None,Mixed,Black,Yellow,White,Medium,Short,No,Yes,No,Healthy,4,0,Pahang,2352802
371,Dog,53,Mixed Breed,Mixed Breed,Male,White,None,None,Medium,Medium,Yes,Not Sure,Not Sure,Healthy,1,0,Selangor,8906996
372,Cat,1,American Shorthair,None,Male,Black,White,None,Small,Short,No,No,No,Healthy,1,0,Sabah,6379460
373,Cat,7,Domestic Long Hair,None,Male,Black,White,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,5441145
374,Cat,4,Domestic Short Hair,None,Female,Black,None,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,5750830
375,Dog,1,Mixed Breed,Mixed Breed,Male,Brown,None,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,7217894
376,Cat,1,Domestic Short Hair,None,Male,Black,White,None,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,5350717
377,Dog,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Cream,Small,Short,No,Yes,No,Healthy,2,0,Kuala Lumpur,7202772
378,Dog,48,Mixed Breed,Great Dane,Male,Brown,None,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,4657968
379,Dog,1,Mixed Breed,None,Mixed,Black,Cream,White,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,2,0,Pulau Pinang,4658052
380,Cat,2,Bengal,Domestic Medium Hair,Female,Gray,White,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,9680761
381,Dog,1,Doberman Pinscher,Spitz,Male,Black,Brown,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,5133192
382,Dog,48,Shih Tzu,None,Mixed,Brown,Gray,White,Small,Long,Yes,Yes,No,Minor Injury,2,300,Johor,9785397
383,Cat,1,Domestic Short Hair,None,Mixed,Black,Yellow,Gray,Small,Short,No,No,No,Healthy,4,0,Selangor,967212
384,Cat,3,Domestic Short Hair,None,Female,Cream,Gray,White,Medium,Short,Yes,Yes,Yes,Healthy,1,100,Selangor,589877
385,Dog,7,Belgian Shepherd Laekenois,Belgian Shepherd Laekenois,Female,Brown,None,None,Large,Medium,Yes,Yes,No,Healthy,1,0,Selangor,9402208
386,Dog,3,Mixed Breed,None,Male,Black,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,3590919
387,Dog,1,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,8531410
388,Cat,3,Domestic Short Hair,None,Female,White,None,None,Small,Short,No,No,No,Healthy,1,0,Pulau Pinang,3542887
389,Cat,3,Domestic Short Hair,None,Female,Black,Brown,Gray,Medium,Short,No,No,No,Healthy,1,0,Selangor,328917
390,Dog,12,Mixed Breed,Golden Retriever,Male,Black,None,None,Medium,Medium,Not Sure,Not Sure,Yes,Healthy,1,150,Negeri Sembilan,8550671
391,Dog,2,None,Belgian Shepherd Malinois,Female,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,6818765
392,Dog,2,Mixed Breed,None,Female,Black,Brown,White,Small,Short,No,No,No,Healthy,5,0,Selangor,3716090
393,Dog,3,Jack Russell Terrier (Parson Russell Terrier),Mixed Breed,Female,Black,White,None,Small,Medium,Not Sure,Yes,No,Healthy,1,0,Selangor,8414845
394,Dog,25,Schnauzer,None,Male,Gray,White,None,Medium,Long,Yes,Yes,No,Healthy,1,100,Selangor,3133462
395,Cat,14,Domestic Short Hair,None,Female,Brown,None,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,9116790
396,Dog,1,Mixed Breed,None,Mixed,Black,Brown,White,Large,Medium,No,Yes,No,Healthy,12,0,Selangor,4656269
397,Dog,1,Mixed Breed,Mixed Breed,Female,Brown,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,5605503
398,Cat,1,Domestic Short Hair,None,Female,Brown,Gray,White,Small,Short,Not Sure,Not Sure,No,Healthy,1,30,Selangor,5343424
399,Dog,10,Labrador Retriever,Golden Retriever,Female,Black,White,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,6800682
400,Cat,7,Domestic Short Hair,None,Male,Gray,White,None,Medium,Short,No,Yes,No,Healthy,2,0,Selangor,7389314
401,Cat,2,Domestic Short Hair,None,Female,Black,Yellow,None,Small,Short,No,No,No,Healthy,2,0,Selangor,4695613
402,Dog,1,Mixed Breed,None,Female,Black,Golden,None,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,4461120
403,Cat,12,Domestic Medium Hair,None,Female,Black,White,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,150,Selangor,6841811
